Agrément	Localité	Désignation	Ligue	Département
2441001	MONTOIRE SUR LE LOIR	LES ARCHERS MONTOIRIENS	2400000	2441000
2441013	SALBRIS	SALBRIS TIR A L'ARC	2400000	2441000
2441021	BLOIS AYDES	ABEILLE DES AYDES	2400000	2441000
2441034	SELLES SUR CHER	LES ARCHERS SELLOIS	2400000	2441000
2441053	ROMORANTIN	SAINT MARTIN SPORTS	2400000	2441000
2441055	LAMOTTE BEUVRON	A.S.LAMOTTE LES PLUMES D'OR	2400000	2441000
2441069	CONTRES EV	COMPAGNIE ARCHERS EVEIL DE CONTRES	2400000	2441000
2441088	VENDOME	ARCHER CLUB VENDOMOIS	2400000	2441000
2441099	BLOIS	ROTO SPORTS	2400000	2441000
2441117	CONTRES AC	TIR A L ARC CONTROIS	2400000	2441000
2441128	VINEUIL	VINEUIL SPORTS TIR A L'ARC	2400000	2441000
2441133	MONT PRES CHAMBORD	CLUB DES JEUNES TIR A L'ARC	2400000	2441000
2441136	DROUE	LA FLECHE DE DROUE	2400000	2441000
2441141	CHOUZY SUR CISSE	LES ARCHERS DE CHOUZY SUR CISSE	2400000	2441000
2445003	ORLEANS LA SOURCE	B.R.G.M. SECTION TIR A L'ARC	2400000	2445000
2445017	FLEURY LES AUBRAIS	FLEURY LES AUBRAIS-SARAN	2400000	2445000
2445024	BEAUGENCY	ETOILE BALGENTIENNE	2400000	2445000
2445028	PITHIVIERS	LES CHARDONS	2400000	2445000
2445030	SIGLOY	CIE DES ARCHERS DU VAL D'OR	2400000	2445000
2445040	ORLEANS 1ER	1 ERE COMPAGNIE D'ARC	2400000	2445000
2445047	AMILLY J3 ARC	CIE AMILLY	2400000	2445000
2445049	SAINT JEAN DE BRAYE	LES ARCHERS DE LA S.M.O.C.	2400000	2445000
2445067	BELLEGARDE LA ROSE	ARCHERS DE LA ROSE	2400000	2445000
2445081	TRAINOU	LES ARCHERS DE LANCELOT DU LAC	2400000	2445000
2445093	NEUVILLE AUX BOIS	LES ARCHERS DE NEUVILLE	2400000	2445000
2445098	SULLY SUR LOIRE	CIE DES ARCHERS DU SULLIAS	2400000	2445000
2445102	LA FERTE ST AUBIN	ENTENTE SPORTIVE DU COSSON	2400000	2445000
2445106	PERS EN GATINAIS	PERS UNION MULTI ACTIVITES	2400000	2445000
2445107	OUZOUER SUR LOIRE	LES ARCHERS D OUZOUER	2400000	2445000
2445108	ST JEAN LE BLANC	SAINT JEAN LE BLANC TIR A L'ARC	2400000	2445000
2445112	INGRE	LES ARCHERS D INGRE	2400000	2445000
2445121	ST JEAN DE LA RUELLE	ST JEAN DE LA RUELLE TIR A L'ARC	2400000	2445000
2445122	ARCHERS DIONYSIENS CIE	COMPAGNIE DES ARCHERS DIONYSIENS	2400000	2445000
2445125	FERRIERES ENTENTE	ENTENTE SPORTIVE GATINAISE	2400000	2445000
2445142	COURTENAY	AVENIR COURTENAY TIR A L'ARC	2400000	2445000
2575003	PARIS ARC CLUB	PARIS ARC CLUB	2500000	250075000
2575005	PARIS 12 ARC CLUB	ARC CLUB PARIS 12	2500000	250075000
2575052	PARIS APSAP	APSAP VILLE DE PARIS	2500000	250075000
2575091	PARIS 13 USMT	USMT PARIS 13	2500000	250075000
2575098	PARIS INTER ACTIVITES	CIP INTER ACTIVITES	2500000	250075000
2575099	PARIS ARCHERS	LES ARCHERS DE PARIS	2500000	250075000
2575100	MESSINE PARIS AS	A S MESSINE PARIS	2500000	250075000
2575103	MONNAIE DE PARIS	CIE D ARC DE LA MONNAIE	2500000	250075000
2575118	PARIS 13 USCMB	PARIS 13 - USCMB	2500000	250075000
2575122	PARIS ASRTL	ASS. SPORT. RENCONTRES	2500000	250075000
2575191	PARIS TROIS LYS	ARCHERS DES TROIS LYS	2500000	250075000
2575197	PARIS 18 LA CHAPELLE	AFRPC LES ARCHERS DE LA CHAPELLE	2500000	250075000
2575200	PARIS US GAZELEC IDF	US GAZELEC IDF	2500000	250075000
2575207	 PARIS CERCLE OL	CERCLE DE PARIS O.L.	2500000	250075000
2575213	PARIS 5EME	SECTION OLYMPIQUE ST MEDARD	2500000	250075000
2575215	PARIS	COMPAGNIE CECI-ARC DE PARIS	2500000	250075000
2578015	VERSAILLES	TIR NATIONAL DE VERSAILLES	2500000	250078000
2578018	AUBERGENVILLE	C S M A E AUBERGENVILLE	2500000	250078000
2578021	FONTENAY LE FLEURY	LES COMPAGNONS DE L'ARC	2500000	250078000
2578023	VIROFLAY	CIE D'ARC DE VIROFLAY	2500000	250078000
2578038	CONFLANS SAINTE-HONORINE	U.S.C TIR A L'ARC	2500000	250078000
2578048	MEULAN	COMPAGNIE DE MEULAN	2500000	250078000
2578056	HOUILLES	SO HOUILLES	2500000	250078000
2578059	HARDRICOURT	CIE D'ARC D'HARDRICOURT	2500000	250078000
2578060	BOIS D'ARCY	A.S.B.A TIR A L'ARC	2500000	250078000
2578067	VILLEPREUX	CIE D'ARC DE VILLEPREUX	2500000	250078000
2578070	GARGENVILLE	C.O.G.	2500000	250078000
2578082	ACHERES	CLOCA ACHERES	2500000	250078000
2578086	GUYANCOURT ARCHERS	LES ARCHERS DE GUYANCOURT	2500000	250078000
2578088	LE PECQ	ASSOCIATION ARCHERS ALPICOIS	2500000	250078000
2578097	SAINT ARNOULT EN YVELINES	U.S. ST ARNOULT	2500000	250078000
2578102	RAMBOUILLET	CIE D'ARC SAINT HUBERT	2500000	250078000
2578107	MANTES LA JOLIE	A.S. MANTAISE	2500000	250078000
2578114	MAREIL MARLY	LA FLECHE MAREILOISE	2500000	250078000
2578121	LES MUREAUX	CIE D'ARC DES MUREAUX	2500000	250078000
2578125	BREVAL	CIE D'ARC DE BREVAL	2500000	250078000
2578126	LES ESSARTS LE ROI	ESSARTS CLUB ARCHERIE	2500000	250078000
2578135	MONTIGNY LE BRETONNEUX	CTA A.S.MONTIGNY LE BRETONNEUX	2500000	250078000
2578137	TRAPPES	COMPAGNIE D'ARC DE TRAPPES	2500000	250078000
2578138	ROCHEFORT EN YVELINES	ARCHERS GUY LE ROUGE	2500000	250078000
2578143	CARRIERES SUR SEINE	ARCHERS CARRIERES USMC	2500000	250078000
2578149	VOISINS LE BRETONNEUX	LES ARCHERS DE VOISINS	2500000	250078000
2578152	VILLIERS ST FREDERIC	CIE ARCHERS VILLERSOIS	2500000	250078000
2578153	POISSY	AS POISSY TIR A L'ARC	2500000	250078000
2578154	COIGNIERES	ARCHERS DE COIGNIERES	2500000	250078000
2578170	MARLY LE ROI	CIE DES ARCHERS DE MARLY	2500000	250078000
2578171	MAGNY LES HAMEAUX	COMPAGNIE DE MAGNY	2500000	250078000
2578173	MAUREPAS	MAUREPAS TIR A L'ARC	2500000	250078000
2578177	CHATEAUFORT	JEUNES CASTELFORTAINS	2500000	250078000
2578187	BUC	CIE D ARC DE BUC	2500000	250078000
2578189	ELANCOURT	CIE D ARC D ELANCOURT	2500000	250078000
2578194	ROCQUENCOURT	UNION SPORTIVE MUNICIPALE  ROCQUENCOURT	2500000	250078000
2578195	BAZAINVILLE	CIE D'ARCHERS DU PAYS HOUDANAIS	2500000	250078000
2578202	GUYANCOURT CIE CNCA	CLUB SPORTIF CA-CL TIR A L'ARC	2500000	250078000
2578203	MONTESSON	PRO PATRIA MONTESSON	2500000	250078000
2578204	JOUY EN JOSAS	LES ARCHERS DES ROCHES	2500000	250078000
2578205	MAISONS LAFFITTE CIE	CIE D'ARC DE MAISONS LAFFITTE	2500000	250078000
2578206	JUMEAUVILLE	LES ARCHERS JUMEAUVILLOIS	2500000	250078000
2578208	ST GERMAIN EN LAYE	LES ARCHERS D'ULYSSE	2500000	250078000
2578212	VESINET	LES ARCHERS DU VESINET	2500000	250078000
2578214	CHEVREUSE	LES ARCS DE CHEVREUSE	2500000	250078000
2591013	MORSANG SUR ORGE	CIE DE MORSANG S/ORGE	2500000	250091000
2591014	SOISY SUR SEINE	ARCHERS DU GRAND VENEUR	2500000	250091000
2591024	DRAVEIL	ARCHERS DE DRAVEIL SENART VAL DE SEINE	2500000	250091000
2591026	DOURDAN	CIE D'ARC DU HUREPOIX	2500000	250091000
2591031	QUINCY SOUS SENART	1E CIE D'ARC DES CHEVALIERS DE QUINCY	2500000	250091000
2591043	MASSY	AMICALE LAIQUE DE MASSY	2500000	250091000
2591044	ETRECHY	ASE TIR A L'ARC D'ETRECHY	2500000	250091000
2591049	PALAISEAU	LES ARCHERS DE L'ABBAYE	2500000	250091000
2591051	STE GENEVIEVE DES BOIS	LES ARCHERS DU DONJON	2500000	250091000
2591057	LES ULIS	ARCHERS TERRE BRULEE	2500000	250091000
2591058	ETAMPES	CIE DES ARCHERS D ETAMPES	2500000	250091000
2591066	ORSAY	LES ARCHERS D'ORSAY	2500000	250091000
2591072	ATHIS MONS	USOAM TIR A L'ARC	2500000	250091000
2591073	GRIGNY US	U.S.GRIGNY	2500000	250091000
2591083	VILLEMOISSON	LES ARCHERS DE VILLEMOISSON	2500000	250091000
2591090	BOUSSY ST ANTOINE	LES SAGITTAIRES	2500000	250091000
2591101	MENNECY VILLEROY	CIE DES ARCHERS DE MENNECY-VILLEROY	2500000	250091000
2591104	SAINTRY SUR SEINE	COMPAGNIE D'ARC DE SAINTRY SUR SEINE	2500000	250091000
2591110	MORANGIS	MORANGIS - CHILLY (CIE D'ARC DE )	2500000	250091000
2591119	LA FERTE ALAIS	C.F.T.A. II	2500000	250091000
2591128	BRIIS SOUS FORGES	LES ARCHERS DE L'HUREPOIX	2500000	250091000
2591136	GIF SUR YVETTE	ARCHERS DU MOULON	2500000	250091000
2591141	BIEVRES	NOUVELLE ARCADIE	2500000	250091000
2591142	VILLEBON SUR YVETTE	ARCHERS DE VILLEBON	2500000	250091000
2591145	WISSOUS	CIE D ARC DE HUILT SOULZ	2500000	250091000
2591164	LISSES	CIE D'ARC DE LISSES	2500000	250091000
2591168	SAINT VRAIN	CIE D'ARC DE SAINT VRAIN	2500000	250091000
2591179	SAULX LES CHARTREUX	CIE D'ARCHERS SALUCEENS	2500000	250091000
2591180	VILLABE	VILLABE - LA FLECHE ETOILEE	2500000	250091000
2591181	MARCOUSSIS	COMPAGNIE DES CELESTINS	2500000	250091000
2591182	EGLY	CIE DE TIR A L ARC D EGLY	2500000	250091000
2591196	MONTLHERY	CIE DES ARCHERS DE LA TOUR	2500000	250091000
2592002	CLICHY-LA-GARENNE	CIE SAINT PIERRE MONTMART	2500000	250092000
2592009	ISSY LES MOULINEAUX	ARC CLUB ISSY LES MOULINEAUX	2500000	250092000
2592010	ASNIERES SUR SEINE	CIE D'ARC D'ASNIERES	2500000	250092000
2592025	CHAVILLE	CHAVILLE TIR A L'ARC	2500000	250092000
2592028	SURESNES	LES ARCHERS SURESNOIS	2500000	250092000
2592036	VILLE D'AVRAY	CIE D'ARC VILLE D'AVRAY	2500000	250092000
2592061	GARCHES	C T A GARCHES	2500000	250092000
2592067	SEVRES	CIE D'ARC DES BLEUS DE SEVRES	2500000	250092000
2592068	SAINT CLOUD	U A S. TIR A L'ARC	2500000	250092000
2592071	NANTERRE	ENTENTE SPORTIVE DE NANTERRE	2500000	250092000
2592076	SCEAUX-FONTENAY-AUX-ROSES	CIE D'ARC DE SCEAUX-FONTENAY-AUX-ROSES	2500000	250092000
2592081	ANTONY	ARCHERIE CLUB ANTONY	2500000	250092000
2592106	CHATILLON CIE 92	CIE DE TIR A L'ARC DE CHATILLON 92	2500000	250092000
2592112	RUEIL MALMAISON STAR	S.T.A.R.	2500000	250092000
2592133	BOIS COLOMBES	A.B.C.ARCHERS	2500000	250092000
2592148	VILLENEUVE LA GARENNE	LES ARCHERS DE LA FOSSE AUX ASTRES	2500000	250092000
2592155	BAGNEUX	C.O.M. BAGNEUX	2500000	250092000
2592163	LE PLESSIS ROBINSON	LES ARCHERS DU PLESSIS ROBINSON	2500000	250092000
2592201	GENNEVILLIERS	LES ARCHERS GENNEVILLOIS	2500000	250092000
2592209	CHATENAY MALABRY	ARCHERS DU PHENIX	2500000	250092000
2592211	LEVALLOIS PERRET	LEVALLOIS SPORTING CLUB	2500000	250092000
2595006	ERMONT	CIE D'ARC D'ERMONT	2500000	250095000
2595008	PONTOISE	CIE ARCHERS DE PONTOISE	2500000	250095000
2595011	MONTMAGNY-DEUIL	1ERE CIE D ARC DE MONTMAGNY-DEUIL	2500000	250095000
2595012	MONTMORENCY	CIE D'ARC DE MONTMORENCY	2500000	250095000
2595017	VILLIERS LE BEL	COMPAGNIE D'ARC VILLIERS LE BEL	2500000	250095000
2595037	SARCELLES	AAS CIE D ARC DE SARCELLES	2500000	250095000
2595045	VIARMES	CIE D'ARC DE VIARMES	2500000	250095000
2595069	ARGENTEUIL	ARCHERS DE CENT NOIX	2500000	250095000
2595105	ECOUEN	LES ARCHERS D'ECOUEN	2500000	250095000
2595111	SANNOIS	LA FLECHE SANNOISIENNE	2500000	250095000
2595114	MENUCOURT	CIE ARC MENUCOURT	2500000	250095000
2595115	SAINT OUEN L'AUMONE	A.S.S.O.A. SECTION TIR A L'ARC	2500000	250095000
2595124	SAINT LEU LA FORET	CIE D'ARC DE ST LEU	2500000	250095000
2595130	GUIRY EN VEXIN	ARCHERS DE GUIRY	2500000	250095000
2595157	ROISSY EN FRANCE	ASAF.CIE DU PELICAN BLANC	2500000	250095000
2595158	OSNY	LES ARCHERS DE GROUCHY	2500000	250095000
2595160	MARLY LA VILLE	CIE D'ARC DE MARLY LA VILLE	2500000	250095000
2595165	VAUREAL	C.O.L.E.G.	2500000	250095000
2595182	MERY SUR OISE	LES ARCHERS DU CHATEAU	2500000	250095000
2595184	PLESSIS BOUCHARD	CIE D ARCHERS DU C.S.P.B.	2500000	250095000
2595186	ST PRIX	LES ARCHERS DE ST PRIX	2500000	250095000
2595190	LOUVRES	COMPAGNIE D ARC DE LOUVRES	2500000	250095000
2595193	ST BRICE SOUS FORET	LES ARCHERS DE ST BRICE	2500000	250095000
2595199	BEAUCHAMP	LES ARCHERS DE BEAUCHAMP	2500000	250095000
2595210	MONTIGNY LES CORMEILLES	LES ARCHERS DE MONTIGNY LES CORMEILLES	2500000	250095000
2595216	ERAGNY SUR OISE	A.S. DES ARCHERS D'ERAGNY SUR OISE	2500000	250095000
2677003	CHAMBRY	CIE ARC LA FRATERNELLE	2500000	250077000
2677004	CHAMPS SUR MARNE	CIE D'ARC CHAMPS SUR MARNE	2500000	250077000
2677006	CLAYE-SOUILLY	1ERE CIE D'ARC DE CLAYE	2500000	250077000
2677008	CONDE SAINTE LIBIAIRE	CIE ARC CONDE LIBIAIRE	2500000	250077000
2677010	COUILLY PONT AUX DAMES	CIE D'ARC DE COUILLY	2500000	250077000
2677011	CRECY LA CHAPELLE	CRECY LA CHAPELLE (CIE D'ARC)	2500000	250077000
2677012	DAMMARTIN EN GOELE	1 ERE CIE D ARC DAMMARTIN EN GOELE	2500000	250077000
2677013	DAMPMART	CIE D'ARC DE DAMPMART	2500000	250077000
2677014	ESBLY	CIE D'ARC D'ESBLY	2500000	250077000
2677015	FONTAINEBLEAU	CIE ARC FONTAINEBLEAU-AVON	2500000	250077000
2677018	LAGNY	CIE D'ARC DE LAGNY	2500000	250077000
2677019	MEAUX	ARC CLUB DE MEAUX	2500000	250077000
2677022	MONTRY	CIE D'ARC DE MONTRY	2500000	250077000
2677027	PROVINS	CIE D'ARC DE PROVINS	2500000	250077000
2677028	QUINCY VOISINS	COMPAGNIE D'ARC DE QUINCY-VOISINS	2500000	250077000
2677032	SAINT GERMAIN SUR MORIN	CIE D'ARC DE ST GERMAIN SUR MORIN	2500000	250077000
2677036	SOUILLY	1ERE CIE D'ARC DE SOUILLY	2500000	250077000
2677038	VERT ST DENIS - CESSON	CIE ARC VERT ST DENIS-CESSON	2500000	250077000
2677040	VILLEPARISIS	U.S.M. VILLEPARISIS	2500000	250077000
2677043	NEMOURS - ST PIERRE	CIE D'ARC DE NEMOURS - ST PIERRE	2500000	250077000
2677050	MOUSSY LE NEUF	ESPOIR SPORTIF MOUSSY LE NEUF	2500000	250077000
2677058	LA ROCHETTE	ASR TIR A L'ARC	2500000	250077000
2677063	ROISSY EN BRIE	1CIE D'ARC DE ROISSY EN BRIE	2500000	250077000
2677064	SAVIGNY LE TEMPLE	SAVIGNY LE TEMPLE TIR A L'ARC	2500000	250077000
2677066	TORCY	TORCY ARCHERIE	2500000	250077000
2677074	MELUN	CLUB SPORTIF ET LOISIR DE LA GENDARMERIE	2500000	250077000
2677079	OZOIR LA FERRIERE	LES ARCHERS D'OZOIR	2500000	250077000
2677083	VOULX	TIR A L'ARC ORVANNAIS	2500000	250077000
2677085	LE MEE SUR SEINE	LE MEE SPORTS TIR A L'ARC	2500000	250077000
2677086	BRIE COMTE ROBERT	S.C.B. COMPAGNIE D'ARC	2500000	250077000
2677088	SAINT PATHUS	CIE. D ARC DE SAINT PATHUS	2500000	250077000
2677089	LE CHATELET EN BRIE	UNION SPORT. CHATELAINE	2500000	250077000
2677091	NANGIS	TIR A L'ARC NANGISSIEN	2500000	250077000
2677096	CHAMPEAUX	LES ARCHERS DE CHAMPEAUX	2500000	250077000
2677098	MAREUIL LES MEAUX	LES ARCHERS DE MAREUIL	2500000	250077000
2677099	CHALMAISON	CIE D ARC DE CHALMAISON	2500000	250077000
2677101	COUPVRAY	LES ARCHERS DE COUPVRAY	2500000	250077000
2677102	CHAUMES EN BRIE	LES ARCHERS CALMETIENS	2500000	250077000
2677103	EMERAINVILLE	MALNOUE EMERAINVILLE SPORTS	2500000	250077000
2677104	VERNEUIL L'ETANG	LES ARCHERS DE LA PIERRE BLANCHE	2500000	250077000
2677105	SAINT MARD	LES ARCHERS DE SAINT MARD	2500000	250077000
2677108	ST GERMAIN LAVAL	ARCHERIE DE PONTVILLE	2500000	250077000
2677109	MITRY MORY	1ERE CIE D ARC DE MITRY MORY	2500000	250077000
2677111	CHELLES	CHELLES ARC CLUB	2500000	250077000
2677112	BUSSY ST GEORGES	LA DOUBLE DETENTE DE BUSSY	2500000	250077000
2677114	BOIS LE ROI	U.S.B. TIR A L'ARC	2500000	250077000
2677117	TOURNAN EN BRIE	LES ARCHERS DE LA MARSANGE	2500000	250077000
2677119	CANNES ECLUSE	TIR A L'ARC DE CANNES ECLUSE	2500000	250077000
2677120	ANNET SUR MARNE	1ERE CIE D'ARC D'ANNET/MARNE	2500000	250077000
2677121	CREGY LES MEAUX	ACS	2500000	250077000
2677122	MOUROUX	ARC CLUB DE MOUROUX	2500000	250077000
2677124	MONTEREAU FAULT YONNE	ARCHERIE MONTERELAISE	2500000	250077000
2677126	PONTAULT COMBAULT	LES ARCHERS DU PAAC	2500000	250077000
2677128	ST THIBAULT DES VIGNES	LES ARCHERS DE SAINT THIBAULT	2500000	250077000
2677130	CHAMPAGNE SUR SEINE	LES ARCHERS DES 7 MOULINS	2500000	250077000
2693002	BONDY CIE	COMPAGNIE D'ARC DE BONDY	2500000	250093000
2693007	CLICHY SOUS BOIS	CIE D'ARC DE CLICHY SOUS BOIS	2500000	250093000
2693017	GAGNY	GAGNY 1ERE CIE D'ARC USM	2500000	250093000
2693020	MONTFERMEIL 1ER CIE	1ER CIE D'ARC DE MONTFERMEIL	2500000	250093000
2693021	MONTREUIL 1ER	1ERE CIE ARC MONTREUIL	2500000	250093000
2693024	NOISY LE GRAND	2E CIE ARC NOISY-GRAND	2500000	250093000
2693025	NOISY LE SEC	CIE D'ARC NOISY LE SEC	2500000	250093000
2693026	PANTIN	CIE D'ARC DE PANTIN	2500000	250093000
2693029	ROMAINVILLE	CIE D'ARC ROMAINVILLE	2500000	250093000
2693030	ROSNY S/ BOIS CIE	COMPAGNIE D'ARC  L'UNION	2500000	250093000
2693035	SEVRAN	CIE D'ARC DE SEVRAN	2500000	250093000
2693039	VILLEMOMBLE	VILLEMOMBLE ( CIE D'ARC )	2500000	250093000
2693045	MONTREUIL 2E	2EME CIE D'ARC MONTREUIL	2500000	250093000
2693057	BAGNOLET	C.A.BAGNOLET BELLEVILLE	2500000	250093000
2693059	TREMBLAY EN FRANCE	ARCHERS DU VERT GALANT	2500000	250093000
2693061	BONDY AS	A.S. BONDY	2500000	250093000
2693062	EPINAY SUR SEINE	CLUB SPORTIF MULTISECTIONS D'EPINAY	2500000	250093000
2693075	SAINT DENIS	S.D.U.S. TIR A L'ARC	2500000	250093000
2693077	NEUILLY SUR MARNE	ARCHERIE NOCEENNE CLUB	2500000	250093000
2693081	MONTFERMEIL US	U.S. MONTFERMEIL	2500000	250093000
2693082	AULNAY SOUS BOIS	1ERE CIE D'ARC D'AULNAY SOUS BOIS	2500000	250093000
2693097	VILLEPINTE	VILLEPINTE TIR A L ARC	2500000	250093000
2693107	COUBRON VAUJOURS CC	C C COUBRON VAUJOURS TIR A L'ARC	2500000	250093000
2693110	DRANCY	TIR A L ARC - C.S.L. DRANCY	2500000	250093000
2693118	ROSNY S/BOIS CSL	TIR A L'ARC - CSL ROSNY	2500000	250093000
2693123	SAINT OUEN	LA FLECHE AUDONIENNE	2500000	250093000
2693125	VAUJOURS	ROGNETTE VALJOVIENNE	2500000	250093000
2694005	CHENNEVIERES SUR MARNE	1ERE CIE D'ARC DE CHENNEVIERES S.MARNE	2500000	250094000
2694016	FONTENAY S/BOIS 1ER CIE	1ERE CIE D'ARC DE FONTENAY S/S BOIS	2500000	250094000
2694023	NOGENT S/MARNE 1ER	1E CIE D'ARC DE NOGENT	2500000	250094000
2694031	ST GEORGES LE PERREUX	ST GEORGES LE PERREUX	2500000	250094000
2694033	SAINT MAUR	CIE D ARC DE ST MAUR	2500000	250094000
2694041	VILLIERS SUR MARNE	COMPAGNIE D'ARC DE VILLIERS SUR MARNE	2500000	250094000
2694042	VINCENNES	1ER CIE ARC VINCENNES	2500000	250094000
2694044	NOGENT S/MARNE 2E	2EME CIE D'ARC DE NOGENT	2500000	250094000
2694046	VILLECRESNES	COMPAGNIE VILLECRESNOISE DE TIR A L'ARC	2500000	250094000
2694048	FONTENAY S/BOIS CIE	CIE D'ARC FONTENAY S BOIS	2500000	250094000
2694051	VILLENEUVE LE ROI	LES ARCHERS DE LA LICORNE	2500000	250094000
2694052	CHEVILLY LARUE	CIE D'ARC ELAN	2500000	250094000
2694060	CRETEIL	U.S.CRETEIL TIR A L'ARC	2500000	250094000
2694069	VILLEJUIF	US-VILLEJUIF TIR ARC	2500000	250094000
2694070	CHAMPIGNY	REDSTAR CLUB CHAMPIGNY	2500000	250094000
2694072	L'HAY LES ROSES	LES ARCHERS DE L'HAY LES ROSES	2500000	250094000
2694078	JOINVILLE AAC	ATHLETIC ARC CLUB	2500000	250094000
2694084	IVRY SUR SEINE	USI - SECTION TIR A L'ARC	2500000	250094000
2694090	VITRY SUR SEINE	ENTENTE SPORTIVE DE VITRY	2500000	250094000
2694093	ORLY	AVENIR SPORTIF D'ORLY	2500000	250094000
2694100	FRESNES ARCHERS	LES ARCHERS FRESNOIS	2500000	250094000
2694106	ESSILARC - ST MAUR	ESSILARC	2500000	250094000
2694129	LA QUEUE EN BRIE	ENTENTE SPORTIVE CAUDACIENNE	2500000	250094000
2716006	COGNAC	1ERE CIE D'ARCHERS DE COGNAC	2700000	2716000
2716013	ANGOULEME	ARC CLUB ANGOUMOISIN	2700000	2716000
2716017	RUELLE	LES ARCHERS DE LA TOUVRE	2700000	2716000
2716026	BARBEZIEUX	M.J.C. SECTION TIR A L'ARC	2700000	2716000
2716051	ST AMANT - MANSLE	ARCHERS DE LA BOIXE	2700000	2716000
2716068	CONFOLENS	LES ARCHERS  CONFOLENTAIS	2700000	2716000
2717002	LA ROCHELLE	1ERE CIE D'ARC D'AUNIS	2700000	2717000
2717004	SAINT GEORGES D OLERON	ARCHERS OLERONNAIS	2700000	2717000
2717007	ROCHEFORT SUR MER	S A R TIR A L'ARC	2700000	2717000
2717014	SAINTES	ARCHERS SAINTAIS	2700000	2717000
2717016	SAINT JEAN D'ANGELY	LES ARCHERS D'ANGELY	2700000	2717000
2717023	NIEUL SUR MER	ARCHERS DE LA TUBLERIE	2700000	2717000
2717024	ROYAN	ARCHERS DU ROYAN OCEAN CLUB	2700000	2717000
2717030	VIRSON	COMPAGNIE ARCHERS VIRSON	2700000	2717000
2717034	LA JARRIE	LES ARCHERS DE LA MALLOLIERE	2700000	2717000
2717035	PERIGNY	ARCHERS DE COUREILLES	2700000	2717000
2717042	PONS	ARCHERS SIRES DE PONS	2700000	2717000
2717053	SAINT SAUVANT	ARC NATURE DE ST SAUVANT	2700000	2717000
2717055	LA TREMBLADE	STE TREMBLADAISE DE TIR	2700000	2717000
2717062	AULNAY DE SAINTONGE	LES ARCHERS DU DONJON	2700000	2717000
2717063	AYTRE	LES ARCHERS DE RHO	2700000	2717000
2717065	AIGREFEUILLE	LES ARCHERS AIGREFEUILLAIS	2700000	2717000
2717070	SURGERES	LES ARCHERS D'HELENE	2700000	2717000
2779003	NIORT	COMPAGNIE DES ARCHERS NIORTAIS	2700000	2779000
2779010	THOUARS	ARCHERS DE LA TREMOILLE	2700000	2779000
2779020	COURLAY	ARCHERS DU PIED DU ROY	2700000	2779000
2779032	ARDIN	LES ARCHERS DE L'AUTIZE	2700000	2779000
2779049	VERRUYES	LES ARCHERS DE GATINE	2700000	2779000
2779052	ARGENTON LES VALLEES	CGNIE DES ARCHERS D HAUTIBUS	2700000	2779000
2779057	LA CRECHE	CIE  LA FLECHE CRECHOISE	2700000	2779000
2786001	POITIERS	POITIERS LA TOUR A L'OISEAU	2700000	2786000
2786009	CHATELLERAULT	LES ARCHERS DU CSAC - EG	2700000	2786000
2786021	LOUDUN	ARCHERS DU LOUDUNAIS	2700000	2786000
2786037	CHAUVIGNY	LES ARCHERS D'HARCOURT - CHAUVIGNY	2700000	2786000
2786039	JAUNAY CLAN	LES ARCHERS LA VALLEE DU CLAIN	2700000	2786000
2786047	LENCLOITRE	CIE DES ARCHERS DE L'ENVIGNE	2700000	2786000
2786048	VOUNEUIL SUR VIENNE	CIE DES ARCHERS DU VAL DE VIENNE	2700000	2786000
2786050	SAINT BENOIT	CIE ARCHERS DU BOIS D'AMOUR	2700000	2786000
2786056	LATHUS	CPA MJC TIR A L ARC	2700000	2786000
2786066	LUSIGNAN	CIE DES ARCHERS DES SIX VALLEES	2700000	2786000
2786069	SMARVES	LA FLECHE PICTAVE	2700000	2786000
2808003	SEDAN	LA FLECHE SEDANAISE	2800000	2808000
2808007	RETHEL	RETHEL SPORTIF TIR A L'ARC	2800000	2808000
2808019	VIREUX MOLHAIN	CIE DES MARCHES DE L'ARDENNE	2800000	2808000
2808024	CHARLEVILLE MEZIERES	COMPAGNIE CHARLES DE GONZAGUE	2800000	2808000
2808057	VRIGNE AUX BOIS	LES ARCHERS VRIGNOI	2800000	2808000
2808079	CARIGNAN	LES ARCHERS DU PAYS D'YVOIS	2800000	2808000
2810009	TROYES	LES ARCHERS TROYENS	2800000	2810000
2810011	BAR SUR SEINE	FOYER DES JEUNES JEAN VILAR	2800000	2810000
2810012	BAR SUR AUBE DIANA	DIANA SPORT	2800000	2810000
2810021	SOULAINES DHUYS	COMPAGNONS DU LYS	2800000	2810000
2810023	ARCHERS VAL DE BARSE	ARCHERS VAL DE BARSE	2800000	2810000
2810027	AUXON	LES ARCHERS DU PEAGE	2800000	2810000
2810028	ROMILLY SUR SEINE	ROMILLY SPORTS - 10	2800000	2810000
2810053	BRIENNE LE CHATEAU	ASSB LES ARCHERS BRIENNOIS	2800000	2810000
2810055	BAR SUR AUBE	CIE SAINTE GERMAINE	2800000	2810000
2810059	ARCIS SUR AUBE	LES ARCHERS DES PRES DORES	2800000	2810000
2810061	CHAOURCE	CIE D'ARC DU CHAOURCOIS	2800000	2810000
2810065	VAUCHONVILLIERS	ARCHERS DU TEMPLE	2800000	2810000
