Agrément	Localité	Désignation	Ligue	Département	Code postal
1759069	BONDUES	CIE ARCHERS ST SEBASTIEN	1700000	1759000	59910
1759071	COUDEKERQUE BRANCHE	CIE D'ARC DE COUDEKERQUE	1700000	1759000	59210
1759073	LE QUESNOY	ARCHERS DE MORMAL	1700000	1759000	59530
1759074	MARPENT	ARCHERS DE LA SAMBRE	1700000	1759000	59164
1759075	JEUMONT	LA FLECHE JEUMONTOISE	1700000	1759000	59460
1759077	PETITE SYNTHE	S.M.P.S. PETITE SYNTHE	1700000	1759000	59279
1759079	VALENCIENNES	V.U.C. TIR A L'ARC	1700000	1759000	59313
1759083	BERGUES	ARCHERS DU GROENBERG	1700000	1759000	59380
1759084	BAVAY	CIE ARCHERS DE BAVAY ROMAINE	1700000	1759000	59570
1759085	LA GORGUE	ARCHERS DE LA GORGUE	1700000	1759000	59253
1759086	AULNOYE AYMERIES	ASETA AULNOYE	1700000	1759000	59620
1759090	MARLY	ASSOC. DES ARCHERS DE MARLY	1700000	1759000	59770
1759096	DOUAI	ARCHERS CLUB DE GAYANT	1700000	1759000	59128
1759098	ONNAING	LES ARCHERS D'ONNAING	1700000	1759000	59264
1759102	HONDSCHOOTE	SPINNEWYN TIR A L'ARC	1700000	1759000	59122
1759104	LINSELLES	LES ARCHERS LINSELLOIS	1700000	1759000	59126
1759108	STEENWERCK	LA COMPAGNIE D'ARC DE STEENWERCK	1700000	1759000	59270
1759109	QUESNOY SUR DEULE	LES ARCHERS QUESNOY SUR DEULE	1700000	1759000	59890
1759113	FERRIERE LA GRANDE	LES ARCHERS DE L'ECREVISSE	1700000	1759000	59245
1759114	GRANDE SYNTHE	OLYMPIQUE DE GRANDE SYNTHE TIR A L'ARC	1700000	1759000	59760
1759115	COURCHELETTES	TIR A L'ARC COURCHELETTES	1700000	1759000	59552
1759118	LOMME	OSML TIR A L'ARC	1700000	1759000	59160
1759121	AULNOY LEZ VALENCIENNES	LES FRANCS ARCHERS D'AULNOY LEZ VALENCIENNES	1700000	1759000	59300
1759123	DOIGNIES	LES ARCHERS DE DOIGNIES	1700000	1759000	62147
1762023	ARRAS	RACING CLUB D'ARRAS TIR A L'ARC	1700000	1762000	62000
1762024	LE TOUQUET	1ERE COMPAGNIE LE TOUQUET	1700000	1762000	62780
1762025	MONCHY AU BOIS	LES ARCHERS REUNIS	1700000	1762000	62111
1762037	BOULOGNE SUR MER	CLUB DES ARCHERS BOULONNAIS	1700000	1762000	62200
1762044	SALLAUMINES	A.O.S. TIR A L'ARC	1700000	1762000	62680
1762048	LE RAVIN	LES ARCHERS DU RAVIN	1700000	1762000	62140
1762051	LIEVIN	COMPAGNONS DU TIR A L'ARC	1700000	1762000	62800
1762078	SANGATTE BLERIOT	LES ARCHERS DES DUNES	1700000	1762000	62100
1762080	MONTREUIL S/ MER	1ERE COMPAGNIE DE TIR A L'ARC USM	1700000	1762000	62170
1762082	BULLY LES MINES	FRANCS TIREURS ARTESIENS	1700000	1762000	62160
1762088	SAINT POL SUR TERNOISE	ARCHERS DU TERNOIS	1700000	1762000	62130
1762089	WINGLES	ARC CLUB DE WINGLES DOUVRIN BILLY BERCLA	1700000	1762000	62220
1762091	ETAPLES/MER	LA FLECHE ETAPLOISE	1700000	1762000	62630
1762093	AIRE SUR LA LYS	LA FLECHE AIROISE	1700000	1762000	62120
1762094	BERCK SUR MER	LE BLASON BERCKOIS HAND.PHYSIQ	1700000	1762000	62600
1762097	CARVIN	CIE D ARCHERS DE CARVIN	1700000	1762000	62220
1762103	OIGNIES	CIE DE TIR A L'ARC OIGNIES	1700000	1762000	62590
1762105	FRUGES	AMICALE LAIQUE DE FRUGES	1700000	1762000	62310
1762106	LIBERCOURT	LES ARCHERS TYPES DE LIBERCOURT	1700000	1762000	62820
1762112	ST JOSSE SUR MER	LE BLASON JUDOCIEN	1700000	1762000	62170
1762116	AUCHEL	LES ARCHERS AUCHELLOIS	1700000	1762000	62260
1762117	BEAURAINS	LES FRANCS ARCHERS DE BEAURAINS	1700000	1762000	62000
1762119	CUINCHY	LES ARCHERS DE CUINCHY	1700000	1762000	62149
1762120	L'HOSTELOISE ARCHERIE	L'HOSTEULOISE DE ZOTEUX	1700000	1762000	62650
1762122	COULOGNE	CLUB HANDISPORT DU CALAISIS	1700000	1762000	62137
1819002	BRIVE LA GAILLARDE	CIE DES ARCHERS DE BRIVE	1800000	1819000	19500
1819004	TULLE	CLUB ARCHERS TULLISTES	1800000	1819000	19000
1819009	MALEMORT SUR CORREZE	CIE DES ARCHERS DE MALEMORT	1800000	1819000	19360
1819016	AIX AC	ARCHER CLUB AIXOIS	1800000	1819000	19200
1819020	MARCILLAC LA CROISILLE	ASSOC. C.D.L.N.P.A.	1800000	1819000	19320
1823008	GUERET	CIE DES ARCHERS GUERETOIS	1800000	1823000	23000
1887001	LIMOGES	LIMOGES-COUZEIX ARC CLUB	1800000	1887000	87100
1887003	SAINT JUNIEN	ASSOCIATION SPORTIVE	1800000	1887000	87200
1887010	MAGNAC LAVAL	CIE D'ARC MAGNAC LAVAL	1800000	1887000	87190
1887013	CAVT	CIE DES ARCHERS VALLEE TENEBREUSE	1800000	1887000	87140
1887019	PEYRILHAC	LES ARCHERS DICELUY PAIS	1800000	1887000	87510
2011005	CARCASSONNE	LES ARCHERS DE LA CITE	2000000	2011000	11000
2011007	NARBONNE	LES ARCHERS NARBONNAIS	2000000	2011000	11100
2011031	FABREZAN	ARC DE FABREZAN	2000000	2011000	11200
2011036	LIMOUX	LES ARCHERS DE LIMOUX	2000000	2011000	11300
2011046	BIZANET	LES ARCHERS DE BIZANET	2000000	2011000	11590
2011077	TREBES	CIE DES ARCHERS TREBEENS	2000000	2011000	11800
2011092	CASTELNAUDARY	CIE D'ARCHERS CHAURIENS	2000000	2011000	11400
2011112	COUFFOULENS	LES ARCHERS DU LAUQUET	2000000	2011000	11250
2030044	SAINT GILLES	LES ARCHERS ST GILLOIS	2000000	2030000	30800
2030051	NIMES	ARC CLUB DE NIMES	2000000	2030000	30000
2030056	LAUDUN	CIE DU CAMP DE CESAR A LAUDUN	2000000	2030000	30290
2030063	PUJAUT	COMPAGNIE DES ARCHERS DE PUJAUT	2000000	2030000	30131
2030069	ARAMON	ARC CLUB ARAMON	2000000	2030000	30390
2030070	PONT ST ESPRIT	ARC CLUB DE PONT ST ESPRIT	2000000	2030000	30130
2030071	UZES	ARC CLUB DE L'UZEGE	2000000	2030000	30700
2030079	LANGLADE	ARC CLUB DE LANGLADE	2000000	2030000	30980
2030093	ANDUZE	CLUB DES ARCHERS ANDUZIENS	2000000	2030000	30140
2030099	SAINT AMBROIX	CLUB DE TIR ST AMBROIX	2000000	2030000	30500
2030106	MANDUEL	ARC CLUB DE MANDUEL	2000000	2030000	30129
2030116	BARJAC	ARC CLUB DE BARJAC	2000000	2030000	30430
2030120	BEAUCAIRE	LES ARCHERS BEAUCAIROIS	2000000	2030000	30129
2030122	MARGUERITTES	LES ARCHERS DE MARGUERITTES	2000000	2030000	30320
2030127	ST CHRISTOL LEZ ALES	ARC CLUB ST CHRISTOL LEZ ALES	2000000	2030000	30380
2030132	MILHAUD	ARC CLUB MILHAUDOIS	2000000	2030000	30540
2030133	AUJARGUES	AUJ'ARC EN SOMMIEROIS	2000000	2030000	30250
2030137	ALES	ARC CLUB ALESIEN	2000000	2030000	30100
2030138	ARCHERS PETITE CAMARGUE	ARCHERS PETITE CAMARGUE	2000000	2030000	30470
2034001	MONTPELLIER	MONTPELLIER ARC CLUB	2000000	2034000	34070
2034023	BEZIERS	LES ARCHERS BITERROIS	2000000	2034000	34500
2034033	LUNEL	LES ARCHERS DE LUNEL	2000000	2034000	34400
2034037	PEROLS	LES ARCHERS DE PEROLS	2000000	2034000	34470
2034038	AGDE	AGDE	2000000	2034000	34300
2034047	LATTES SAINT JEAN DE VEDAS	ARC LAT'VEDAS	2000000	2034000	34974
2034060	ROQUEBRUN PAR CESSENON	ARCHERS DE ROQUEBRUN	2000000	2034000	34460
2034066	FRONTIGNAN	LES ARCHERS DU SOLEIL	2000000	2034000	34110
2034085	LE CRES	ARCHER CRESSOIS	2000000	2034000	34920
2034088	SETE	ARC CLUB SETOIS	2000000	2034000	34200
2034098	GRABELS	TIR A L'ARC GRABELLOIS	2000000	2034000	34790
2034102	PRADES LE LEZ	LES ARCHERS DE L'HORTUS	2000000	2034000	34730
2034109	BESSAN	LES ARCHERS DE LA TUQUE	2000000	2034000	34550
2034130	PAULHAN	LOU RECANTOU DE PAULHAN TIR A L'ARC	2000000	2034000	34230
2034136	COURNONTERRAL	LES ARCHERS DU COULAZOU	2000000	2034000	34660
2034139	VILLENEUVE LES BEZIERS	ARC CLUB VILLENEUVOIS	2000000	2034000	34420
2034140	LAURENS	LES ARCHERS DU FAUGEROIS	2000000	2034000	34480
2034141	VIAS	CLUB DES ARCHERS VIASSOIS	2000000	2034000	34450
2034143	PALAVAS LES FLOTS	LES ARCHERS DE BALLESTRAS	2000000	2034000	34250
2048006	ST CHELY D'APCHER	ARCHERS BARRABANS	2000000	2048000	48200
2048012	MARVEJOLS	1RE CIE D'ARCHERS DE MARVEJOLS	2000000	2048000	48100
2048013	MENDE	COMPAGNIE ARCHERS MENDE	2000000	2048000	48000
2048040	CHANAC	CIE DES ARCHERS DE CHANAC	2000000	2048000	48230
2048082	VILLEFORT	COMPAGNIE ARCHERS VILLEFORT	2000000	2048000	48800
2048096	CHIRAC	LES ARCHERS DE LA FARE - 1ERE CIE CHIRAC	2000000	2048000	48100
2048114	MEYRUEIS	ARC CLUB DE MEYRUEIS	2000000	2048000	48150
2048126	LANGOGNE	LANGOGNE ARC CLUB	2000000	2048000	48300
2048134	AUMONT-AUBRAC	LES ARCHERS DE LA TERRE DE PEYRE	2000000	2048000	48130
2066039	LLUPIA	LES ARCHERS DE LLUPIA	2000000	2066000	66300
2066059	CERET	ARCHERS DU VALLESPIR	2000000	2066000	66110
2066072	SAINTE MARIE LA MER	ARCHERS ST MARINOIS	2000000	2066000	66470
2066078	BOMPAS	LES ARCHERS DE BOMPAS	2000000	2066000	66000
2066087	ST CYPRIEN	ARCHERS DE ST CYPRIEN	2000000	2066000	66410
2066091	SOREDE	CIE DES ARCHERS DES ALBERES	2000000	2066000	66740
2066108	PERPIGNAN	LES ARCHERS CATALANS - PERPIGNAN	2000000	2066000	66101
2066129	PRADES	LES ARCHERS DU CONFLENT-PRADES	2000000	2066000	66500
2066135	PLANEZES	ARCHERS DE LA TOUREZE	2000000	2066000	66720
2066142	LA LLAGONNE	ARC CLUB CERDAGNE CAPCIR	2000000	2066000	66210
2154001	NANCY	1ERE CIE DE TIR A L'ARC DE NANCY	2100000	2154000	54000
2154004	DOMBASLE SUR MEURTHE	CIE TIR A L'ARC DE DOMBASLE	2100000	2154000	54110
2154010	PONT ST VINCENT	PONT SAINT VINCENT	2100000	2154000	54230
2154017	LONGWY	ARCHER CLUB DE LONGWY	2100000	2154000	54810
2154018	LUNEVILLE	LES ARCHERS LUNEVILLOIS	2100000	2154000	54300
2154021	VANDOEUVRE	1 CIE VANDOEUVRE	2100000	2154000	54500
2154024	PONT A MOUSSON	CLUB ARCHERS MUSSIPONTAINS	2100000	2154000	54380
2154032	SEICHAMPS	CIE D'ARC DE SEICHAMPS	2100000	2154000	54425
2154034	CONFLANS EN JARNISY	CIE DE TIR A L'ARC	2100000	2154000	54800
2154038	TOUL	1ERE CIE D'ARC DU TOULOIS	2100000	2154000	54200
2154039	EINVILLE	LES ARCHERS DU SANON	2100000	2154000	54370
2154045	LUDRES	LA FLECHE D'AFFRIQUE LUDREENNE	2100000	2154000	54710
2154052	ERROUVILLE	ASCE SECTION TIR A L'ARC	2100000	2154000	57710
2154060	ST NICOLAS DE PORT	1ERE COMPAGNIE DES ARCHERS	2100000	2154000	54210
2154068	NEUVES MAISONS	COMPAGNIE DE NEUVES MAISONS	2100000	2154000	54230
2154077	VARANGEVILLE	CLUB DES ARCHERS DE VARANGEVILLE	2100000	2154000	54110
2154088	LANDRES	LES HALBUTIERS DU BASSIN DE LA	2100000	2154000	54970
2154090	HOMECOURT	LA FLECHE HOMECOURTOISE	2100000	2154000	54310
2154095	NANCY CARQUOIS D'OR	LE CARQUOIS D'OR	2100000	2154000	54000
2154103	CUTRY	LES ARCHERS DE CUTRY	2100000	2154000	54720
2154105	PULLIGNY	AF PULLIGNY TIR A L'ARC	2100000	2154000	54160
2154110	FROUARD	O.F.P. SECTION TIR A L'ARC	2100000	2154000	54390
2154113	CHAMPIGNEULLES	LA CHAMPIGNEULLAISE	2100000	2154000	54250
2155028	LIGNY EN BARROIS	L.S.G TIR A L'ARC	2100000	2155000	55500
2155078	BELLEVILLE SUR MEUSE	LES FRANCS ARCHERS DU VERDUNOIS	2100000	2155000	55430
2155100	FRESNES EN WOEVRE	LES ARCHERS DE LA WOEVRE	2100000	2155000	55160
2155101	VIGNEULLES LES HATTONCHATEL	LES ARCHERS DES COTES DE MEUSE	2100000	2155000	55210
2155102	COMMERCY	LES ARCHERS COMMERCIENS	2100000	2155000	55200
2155106	BAR LE DUC	LES FLECHES BARISIENNES	2100000	2155000	55000
2155109	VOID VACON	L'ARC VIDUSIEN	2100000	2155000	55190
2155112	BREUX	ARC BREUX LOISIRS	2100000	2155000	55600
2157003	CREUTZWALD	LES ARCHERS DE CREUTZWALD	2100000	2157000	57150
2157006	FAREBERSVILLER	FAREBERSVILLER	2100000	2157000	57800
2157007	SARREBOURG	1ERE CIE DE TIR A L'ARC	2100000	2157000	57830
2157008	SARREGUEMINES	1ERE CIE DE TIR A L'ARC	2100000	2157000	57200
2157012	A.C. MONTIGNY LES METZ	A.C. MONTIGNY LES METZ	2100000	2157000	57155
2157013	THIONVILLE	1 CTA DE THIONVILLE	2100000	2157000	57100
2157043	MARLY POURNOY	LES ARCHERS DE MARLY-POURNOY LA CHETIVE	2100000	2157000	57155
2157044	GORZE	ARCHERS GORZIENS	2100000	2157000	57680
2157046	HOMBOURG HAUT	1ERE CIE TIR ARC	2100000	2157000	57470
2157050	DIEUZE	SOCIETE DE TIR	2100000	2157000	57260
2157051	BOUZONVILLE	CIE ARCHERS BOUZONVILLE	2100000	2157000	57320
2157061	HAYANGE	1ERE COMPAGNIE D'ARC HAYANGE	2100000	2157000	57290
2157062	FOLSCHVILLER	CIE ARC FOLSCHVILLER	2100000	2157000	57730
2157063	MOYEUVRE GRANDE	1ERE CIE ARC MOYEUVRE	2100000	2157000	57120
2157065	BITCHE	LA FLECHE BITCHOISE	2100000	2157000	57230
2157072	FAMECK	ARCHER CLUB FAMECKOIS	2100000	2157000	57190
2157083	ROMBAS	1ERE CIE D ARC DE ROMBAS	2100000	2157000	57185
2157084	AUDUN LE TICHE	JSA 1ERE CIE D'ARC	2100000	2157000	57390
2157086	METZ	LES ARCHERS DU ST QUENTIN ASC METZ	2100000	2157000	57160
2157089	ARS SUR MOSELLE	ARS SUR MOSELLE OLYMPIQUE	2100000	2157000	57130
2157092	HETTANGE GRANDE	LES ATHABASCANS	2100000	2157000	57330
2157093	HAGONDANGE	ENTENTE SPORTIVE HAGONDANGE	2100000	2157000	57300
2157094	FORBACH	CIE DES ARCHERS DE FORBACH	2100000	2157000	57600
2157104	MARANGE SILVANGE	LES ARCHERS DE MARANGE SILVANGE	2100000	2157000	57535
2157107	TALANGE	CLTEP SECTION TIR A L'ARC	2100000	2157000	57525
2157108	FAULQUEMONT	L'ARC FAULQUINOIS	2100000	2157000	57380
2157114	STIRING-WENDEL	CIE DES ARCHERS DE STIRING-WENDEL	2100000	2157000	57350
2188005	EPINAL 1ER	1ERE CIE D'ARCHERS D'EPINAL	2100000	2188000	88000
2188009	THAON LES VOSGES	EST TIR A L'ARC	2100000	2188000	88450
2188036	CHARMES	CERCLE DES ARCHERS	2100000	2188000	88130
2188042	VAGNEY	1E CIE DES HTES VOSGES	2100000	2188000	88120
2188047	XONRUPT LONGEMER	VALLEE DES LACS	2100000	2188000	88400
2188058	ST DIE	S.R.D. ST DIE	2100000	2188000	88100
2188064	NEUFCHATEAU	CIE ARCHERS NEUFCHATEAU	2100000	2188000	88300
2188066	SENONES	LES ARCHERS DE SALM	2100000	2188000	88210
2188075	MIRECOURT	LES ARCHERS MIRECURTIENS	2100000	2188000	88500
2188076	LE VAL D'AJOL	CERCLE DES ARTS MARTIAUX	2100000	2188000	88340
2188079	ETIVAL CLAIREFONTAINE	LES ARCHERS DE LA VALDANGE	2100000	2188000	88480
2188097	SAULCY	LES ARCHERS DE SAULCY	2100000	2188000	88490
2188099	CONTREXEVILLE	ARC CLUB CONTREXEVILLE VITTEL	2100000	2188000	88142
2188111	FREMIFONTAINE	LES ARCHERS DE FREMIFONTAINE	2100000	2188000	88600
2244001	NANTES	ARCHERS NANTAIS	2200000	2244000	44470
2244003	BASSE GOULAINE	B.G.A.C.	2200000	2244000	44470
2244010	ST NAZAIRE	SAINT NAZAIRE OLYMPIQUE SPORTIF	2200000	2244000	44600
2244020	CLISSON	CIE D'ARC OLIVIER DE CLISSON	2200000	2244000	44190
2244027	CORDEMAIS	A.S.CORDEMAIS TIR ARC	2200000	2244000	44360
2244037	ORVAULT	ARCHERS D'ORVAULT	2200000	2244000	44700
2244038	CARQUEFOU	ARCHERS DE L'ERDRE	2200000	2244000	44470
2244043	BOUGUENAIS	CIE ARCHERS BOUGUENAIS	2200000	2244000	44340
2244044	CHATEAUBRIANT	ARCHERS DE LA MEE	2200000	2244000	44110
2244045	ST HERBLAIN	ARCHERS DE ST HERBLAIN	2200000	2244000	44800
2244050	LA BAULE	A.S.C.E. TIR A L'ARC	2200000	2244000	44500
2244053	PIRIAC SUR MER	LES ARCHERS PIRIACAIS	2200000	2244000	44420
2244056	VERTOU	CIE ARCHERS DE VERTOU	2200000	2244000	44120
2244064	LE BIGNON	LES ARCHERS DE L'E.S.B	2200000	2244000	44140
2244067	ST JEAN DE BOISEAU	CIE DES ARCHERS DU PE	2200000	2244000	44640
2244081	GUERANDE	CIE D ARC DE GUERANDE	2200000	2244000	44350
2244084	MONTOIR DE BRETAGNE	CLUB SPORTIF MONTOIRIN	2200000	2244000	44570
2244090	ST PHILBERT DE GRAND LIEU	ARCHER PHILIBERTIN	2200000	2244000	44310
2244091	PORNIC	LES ARCHERS PORNICAIS	2200000	2244000	44210
2244092	LA HAYE FOUASSIERE	ARC'HAYE	2200000	2244000	44690
2244098	NANTES DOULON	ASS. DU QUARTIER DE DOULON	2200000	2244000	44300
2244099	PONTCHATEAU	COMPAGNIE DES ARCHERS DU BRIVET	2200000	2244000	44160
2244108	ANCENIS	LES ARCHERS DU PAYS D'ANCENIS	2200000	2244000	44150
2244110	MAISDON	LES ARCHERS DU VAL DE SEVRE	2200000	2244000	44190
2244112	COUERON	ETOILE SPORTIVE COUERONNAISE	2200000	2244000	44220
2244120	SAINT GEREON	ARCHERS DU GOTHA	2200000	2244000	44150
2244122	REZE	LA FLECHE RAGONNAISE	2200000	2244000	44400
2244124	VALLET	ARC NATURE VALLETAIS	2200000	2244000	44330
2244135	MESQUER	LES ARCHERS DU MES	2200000	2244000	44420
2244136	DONGES	CIE LES FLECHES DONGEOISES	2200000	2244000	44480
2244137	LES TOUCHES	LES JEUNES DES TOUCHES	2200000	2244000	44390
2244138	LA TURBALLE	LES FLECHES TURBALLAISES	2200000	2244000	44420
2249002	ANGERS	S G T A - TIR A L'ARC	2200000	2249000	49100
2249004	LE FUILET	ARCHERS DU PARADIS	2200000	2249000	49270
2249017	LE MAY SUR EVRE	ENERGIE TIR A L'ARC	2200000	2249000	49122
2249018	ST MACAIRE EN MAUGES	LA FLECHE MACAIROISE	2200000	2249000	49450
2249030	SAUMUR	J.A. SAUMUR TIR A L'ARC	2200000	2249000	49400
2249079	POUANCE	LES ARCHERS DE MESSIRE B. DUGUESCLIN	2200000	2249000	49420
2249086	MURS ERIGNE	ASI TIR A L 'ARC	2200000	2249000	49610
2249093	CANDE	CIE DES ARCHERS DU S.O CANDEEN	2200000	2249000	49440
2249095	BEAUPREAU	LA FLECHE AU COEUR DES MAUGES	2200000	2249000	49600
2249100	CHEMILLE	LES ARCHERS CHEMILLOIS	2200000	2249000	49120
2249103	DAUMERAY	C.O.AJAX DE DAUMERAY	2200000	2249000	49640
2249104	CHOLET TAC	TIR A L ARC CHOLETAIS	2200000	2249000	49450
2249106	CHOLET JF	JEUNE FRANCE OMNISPORTS	2200000	2249000	49300
2249111	MAZE	LES ARCHERS DU VAL D AUTHION	2200000	2249000	49630
2249128	ECOUFLANT	ARC ECOUFLANT	2200000	2249000	49000
2249130	NOYANT	ASDN TIR A L'ARC	2200000	2249000	49490
2253007	LAVAL	CIE ST GEORGES DE LAVAL	2200000	2253000	53000
2253019	CHATEAU GONTIER	TIR A L'ARC CHATEAU GONTIER	2200000	2253000	53200
2253039	MESLAY DU MAINE	CIE ST GEORGES DE MESLAY DU MAINE	2200000	2253000	53170
2253061	GORRON	CIE GORONNAISE TIR A L'ARC	2200000	2253000	53120
2253062	AMBRIERES LES VALLEES	MJC AMBRIERES LES VALLEES	2200000	2253000	53300
2253071	ANDOUILLE	LES ARCHERS ANDOLLEENS	2200000	2253000	53240
2253102	MAYENNE	CLUB ATHLETIQUE MAYENNAIS	2200000	2253000	53100
2253114	EVRON	CLUB ATHLETIQUE EVRONNAIS	2200000	2253000	53600
2253123	LE GENEST ST ISLE	UNION SPORTIVE GENESTOISE	2200000	2253000	53940
2253125	IZE	ETOILE SPORTIVE IZEENNE TIR A L'ARC	2200000	2253000	53160
2253139	JAVRON LES CHAPELLES	LA FLECHE JAVRONNAISE	2200000	2253000	53250
2272005	LA FLECHE	ASSOCIATION FLECHOISE DES ARTS MARTIAUX	2200000	2272000	72200
2272008	LE MANS SOM	LE MANS S.O.M.	2200000	2272000	72100
2272022	LA FERTE BERNARD	VSF TIR A L'ARC	2200000	2272000	72400
2272029	MAMERS	CIE D'ARCHERS DU SAOSNOIS	2200000	2272000	72600
2272040	LE MANS MAINE	ARC DU MAINE (LE MANS)	2200000	2272000	72000
2272041	LAIGNE-ST GERVAIS EN BELIN	CIE ARCHERS DU BELINOIS	2200000	2272000	72230
2272059	COULAINES	JEUNESSES SPORTIVES	2200000	2272000	72190
2272073	DOLLON	FAMILLES RURALES DE DOLLON	2200000	2272000	72390
2272077	BOULOIRE	CIE ARCHERS BOIS DES VALLEES	2200000	2272000	72440
2272094	YVRE L'EVEQUE	LES ARCHERS D'YVRE	2200000	2272000	72530
2272113	SABLE SUR SARTHE	LES ARCHERS DE SABLE	2200000	2272000	72305
2272116	ECOMMOY	LES ARCHERS D ECOMMOY	2200000	2272000	72220
2272117	LE MANS NATURE	ASSOC. NOUVELLE DES ARCHERS DE LA NATURE - LE MANS	2200000	2272000	72100
2272118	MARCON	CIE DES ARCHERS DES VARENNES	2200000	2272000	72340
2272121	SAVIGNE L'EVEQUE	TIR A L'ARC CACS	2200000	2272000	72460
2272127	CHATEAU DU LOIR	CLUB OMNISPORT CHATEAU DU LOIR	2200000	2272000	72500
2272132	SABLE SUR SARTHE	CITAS	2200000	2272000	72300
2272133	LE LUART	UNION SPORTIVE DU LUART	2200000	2272000	72390
2272134	THORIGNE SUR DUE	FOYER RURAL	2200000	2272000	72160
2285006	ROCHE SUR YON	CIE D'ARCHERS SAINT GEORGES	2200000	2285000	85000
2285015	LES SABLES D'OLONNE	LES ARCHERS SABLAIS	2200000	2285000	85340
2285021	CHANTONNAY	CIE ARCHERS CHANTONNAISIENS	2200000	2285000	85110
2285024	FONTENAY LE COMTE	TIR ARC FONTENAISIEN	2200000	2285000	85201
2285026	POUZAUGES	LES ARCHERS DU HAUT BOCAGE	2200000	2285000	85700
2285033	LUCON	ARCHERS RICHELIEU	2200000	2285000	85400
2285034	SAINT JEAN DE MONTS	LES ARCHERS MONTOIS	2200000	2285000	85160
2285035	BARBATRE	ARCHERS DE BARBATRE........	2200000	2285000	85630
2285047	BEIGNON BASSET	AMICALE DU BEIGNON BASSET	2200000	2285000	85170
2285052	LA CHATAIGNERAIE	TIR A L'ARC DE CHATAIGNERAIE	2200000	2285000	85120
2285062	MONTAIGU	LES ARCHERS DE LA DIGUE	2200000	2285000	85260
2285066	CHALLANS	CLUB DES ARCHERS CHALLANDAIS	2200000	2285000	85300
2285072	AIZENAY	L'ARCHER CLUB D'AIZENAY	2200000	2285000	85190
2285107	ST GILLES CROIX DE VIE	ARCHERS DE ST GILLES CROIX VIE	2200000	2285000	85800
2285109	BEAUVOIR SUR MER	LES ARCHERS DU MARAIS	2200000	2285000	85230
2285115	ST AUBIN	LES ARCHERS ST AUBINOIS	2200000	2285000	85130
2285117	LA GARNACHE	LES GARNA'ARCHERS	2200000	2285000	85710
2285119	TALMONT ST HILAIRE	1ERE CIE D'ARCHERS EN TALMONDAIS	2200000	2285000	85440
2285131	ILE D'YEU	CIE DES ARCHERS DE L'ILE D'YEU	2200000	2285000	85350
2306001	NICE AC	AC NICE	2300000	2306000	06000
2306003	ANTIBES	COMPAGNIE D'ARC D'ANTIBES	2300000	2306000	06600
2306004	CANNES MANDELIEU	CIE D'ARC CANNES-MANDELIEU	2300000	2306000	06210
2306005	MONACO	FED. MONEGASQUE DE TIR	2300000	2306000	98000
2306014	NICE	FA NICE	2300000	2306000	06200
2306030	MENTON	ARCHERS DE ST MICHEL	2300000	2306000	06500
2306046	MOUANS SARTOUX	CIE DES ARCHERS DU PARC	2300000	2306000	06370
2306048	ST CEZAIRE SUR SIAGNE	OIE D ARC DE ST CEZAIRE/SIAGNE	2300000	2306000	06530
2306053	GATTIERES	CLUB DES ARCHERS GATTIEROIS	2300000	2306000	06510
2306058	GREOLIERES LES NEIGES	GREOLOISIRS	2300000	2306000	06620
2306059	LA TRINITE	ARC EVASION NATURE	2300000	2306000	06340
2306065	CONTES	CIE DES ARCHERS DE CONTES - COMPETITION	2300000	2306000	06390
2306068	ROQUESTERON	ASSOCIATION SPORTS LOISIRS ROQUESTERON	2300000	2306000	06910
2383017	ROQUEBRUNE S/ARGENS CIE	CIE TIR A L'ARC ROQUEBRUNE-LES ISSAMBRES	2300000	2383000	83380
2383019	SAINT-RAPHAEL	LES ARCHERS DE  ST RAPHAEL/VALESCURE	2300000	2383000	83700
2383020	HYERES	ASPTT TIR A L'ARC HYERES	2300000	2383000	83400
2383021	BRIGNOLES	CIE BRIGNOLAISE DE TIR	2300000	2383000	83143
2383022	LA GARDE	ARC CLUB GARDEEN	2300000	2383000	83130
2383023	COGOLIN	COMPAGNONS ARC COGOLIN	2300000	2383000	83310
2383024	TOULON	ARC CLUB TOULONNAIS	2300000	2383000	83200
2383026	PIERREFEU DU VAR	LES ARCHERS DE SULLY	2300000	2383000	83200
2383032	FREJUS	FREJUS ARC CLUB	2300000	2383000	83600
2383033	SANARY	ARC CLUB SANARY	2300000	2383000	83110
2383035	OLLIOULES	COMPAGNIE D'ARC OLLIOULAISE	2300000	2383000	83190
2383037	LE MUY	LES ARCHERS DU MUY	2300000	2383000	83490
2383043	CARCES	COMPAGNIE CARCOISE TIR A L'ARC	2300000	2383000	83570
2383045	LE LAVANDOU	LES ARCHERS DU GRAND JARDIN	2300000	2383000	83980
2383047	CUERS	LES ARCHERS OCCITANS	2300000	2383000	83400
2383051	TANI ROQ	TIR ARC NATURE INSTINCTIF	2300000	2383000	83380
2383054	DRAGUIGNAN	LES ARCHERS DU DRAGON	2300000	2383000	83300
2383059	GONFARON	LES ARCHERS DE ST QUINIS	2300000	2383000	83590
2383061	LORGUES	LES ARCHERS LORGUAIS	2300000	2383000	83510
2383063	LA VALETTE DU VAR	LES ARCHERS VALETTOIS	2300000	2383000	83160
2383064	LA VERDIERE	CIE VERDIEROISE DE TIR A L'ARC	2300000	2383000	83560
